Long,Lat,Location,Climate ID,Province,Temp,Snow,Precip,year
-124.926,49.317,PORT ALBERNI (AUT),1036B06,BC,1.7,,207.0,2011
-123.128,48.775,SATURNA CAPMON CS,1017099,BC,3.0,,0.0,2011
-123.626,48.647,SHAWNIGAN LAKE,1017230,BC,3.1,42.2,184.8,2011
-123.921,48.377,SHERINGHAM POINT,1017254,BC,5.2,,405.0,2011
-123.305,48.457,VICTORIA UNIVERSITY CS,1018598,BC,5.3,,148.4,2011
-123.443,48.476,VICTORIA FRANCIS PARK,1018605,BC,,13.8,169.6,2011
-123.325,48.413,VICTORIA GONZALES CS,1018611,BC,5.1,,138.6,2011
-123.508,48.509,VICTORIA HIGHLAND,1018616,BC,3.0,0.0,210.3,2011
-123.426,48.647,VICTORIA INT'L A,1018620,BC,4.3,14.8,147.3,2011
-123.539,48.34,WILLIAM HEAD,1018935,BC,5.8,0.0,227.0,2011
-123.459,48.534,VICTORIA HARTLAND CS,1018FJ5,BC,3.7,,222.4,2011
-124.16,49.35,BALLENAS ISLAND,1020590,BC,5.3,,88.0,2011
-125.273,49.952,CAMPBELL RIVER A,1021261,BC,2.5,65.6,215.2,2011
-125.195,49.998,CAPE MUDGE,1021330,BC,3.9,20.0,248.4,2011
-125.433,50.333,CHATHAM POINT,1021480,BC,3.7,47.0,281.2,2011
-124.9,49.717,COMOX A,1021830,BC,3.7,14.0,119.4,2011
-123.045,48.784,SATURNA ISLAND CS,1017101,BC,4.9,,123.0,2011
-136.367,59.45,PLEASANT CAMP,1206197,BC,-7.7,67.0,69.0,2011
-128.908,50.821,SARTINE ISLAND (AUT),1037090,BC,4.9,,,2011
-126.654,49.932,TAHSIS VILLAGE NORTH,1037899,BC,4.8,5.0,358.2,2011
-130.708,54.569,GREEN ISLAND,1063298,BC,3.0,16.0,172.4,2011
-130.698,54.58,GREY ISLET (AUT),1063303,BC,2.2,,275.0,2011
-127.632,50.94,HERBERT ISLAND (AUT),1063461,BC,5.4,,149.6,2011
-130.361,54.172,HOLLAND ROCK,1063496,BC,3.6,,1.6,2011
-128.407,52.27,IVORY ISLAND,1063690,BC,3.7,13.8,352.6,2011
-127.943,53.563,KEMANO,1064020,BC,-2.3,69.5,274.2,2011
-128.634,54.054,KITIMAT TOWNSITE,1064320,BC,-3.2,67.5,318.9,2011
-128.705,54.01,KITIMAT 2,1064321,BC,-0.8,57.5,371.0,2011
-128.641,54.065,KITIMAT 3,1064322,BC,,118.4,362.6,2011
-130.729,54.359,LUCY ISLAND LIGHTSTATION,1064728,BC,3.9,,,2011
-130.445,54.286,PRINCE RUPERT,1066482,BC,2.1,,304.0,2011
-130.29,54.32,PRINCE RUPERT MONT CIRC,1066488,BC,,7.2,392.0,2011
-129.985,55.936,STEWART A,1067742,BC,-2.1,103.3,208.6,2011
-126.067,52.368,STUIE TWEEDSMUIR LODGE,1067776,BC,-2.1,75.8,131.8,2011
-128.578,54.466,TERRACE A,1068130,BC,-3.2,80.4,199.5,2011
-128.625,54.502,TERRACE PCC,1068131,BC,-2.4,39.0,167.2,2011
-130.88,54.295,TRIPLE ISLAND,1068250,BC,4.2,5.5,161.4,2011
-128.682,54.044,KITIMAT HATCHERY,106D289,BC,-0.5,13.4,215.6,2011
-126.277,54.199,EQUITY SILVER,1072692,BC,-8.9,65.1,65.1,2011
-126.668,54.396,HOUSTON,1073615,BC,-8.1,50.0,64.0,2011
-127.183,54.825,SMITHERS,1077499,BC,-7.2,,32.1,2011
-127.183,54.825,SMITHERS A,1077500,BC,-7.3,53.8,64.0,2011
-126.163,54.816,TOPLEY LANDING,1078209,BC,-8.3,54.3,62.9,2011
-127.171,55.289,SUSKWA VALLEY,107G879,BC,-6.8,67.6,105.2,2011
-125.997,53.772,OOTSA L SKINS L SPILLWAY,1085835,BC,-9.6,,,2011
-125.997,53.772,OOTSA LAKESKINS LAKE CLIMATE,1085836,BC,-8.3,,75.5,2011
-122.734,50.306,PEMBERTON AIRPORT CS,1086082,BC,0.0,,25.0,2011
-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-11.4,,,2011
-124.403,51.675,TATLAYOKO LAKE RCS,1088015,BC,-5.2,,71.2,2011
-127.835,51.247,EGG ISLAND,1062646,BC,4.1,28.2,384.6,2011
-128.112,52.185,DRYAD POINT,1062544,BC,3.7,17.0,379.0,2011
-131.601,53.03,CUMSHEWA ISLAND,1062251,BC,5.1,,,2011
-127.47,52.187,CATHEDRAL POINT (AUT),1061458,BC,1.7,,,2011
-125.773,49.082,TOFINO A,1038205,BC,5.2,0.0,423.4,2011
-125.527,48.945,UCLUELET KENNEDY CAMP,1038332,BC,5.3,9.0,462.8,2011
-126.779,50.053,ZEBALLOS MURAUDE CREEK,1039035,BC,2.9,11.0,486.3,2011
-123.421,49.366,BOWEN ISLAND BOWEN BAY,104090R,BC,,0.0,218.3,2011
-123.402,49.36,BOWEN ISLAND SUNSET PARK,104091B,BC,,19.0,235.6,2011
-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,4.4,3.0,174.4,2011
-123.853,50.165,MALIBU JERVIS INLET,1044840,BC,2.5,37.5,353.2,2011
-123.913,49.468,MERRY ISLAND LIGHTSTATION,1045100,BC,5.5,0.0,144.6,2011
-123.299,49.488,HOWE SOUND - PAM ROCKS,10459NN,BC,3.8,,116.6,2011
-124.032,49.634,PENDER HARBOUR,1046115,BC,,11.6,187.2,2011
-123.496,49.526,PORT MELLON,1046332,BC,3.8,,337.1,2011
-124.5,49.834,POWELL RIVER A,1046391,BC,3.3,34.4,182.7,2011
-124.497,49.835,POWELL RIVER,1046392,BC,3.1,,249.3,2011
-123.715,49.458,SECHELT AUT,1047172,BC,3.7,,177.0,2011
-127.94,50.112,SOLANDER ISLAND (AUT),1037553,BC,5.6,,168.4,2011
-123.161,49.783,SQUAMISH AIRPORT,10476F0,BC,1.2,,434.4,2011
-132.772,53.316,KINDAKUN ROCKS (AUT),1054222,BC,5.0,,120.4,2011
-133.058,54.255,LANGARA,1054500,BC,3.8,12.4,211.2,2011
-133.058,54.255,LANGARA ISLAND RCS,1054503,BC,3.6,,63.5,2011
-132.167,54.0,MASSET A,1054925,BC,3.4,19.9,144.5,2011
-131.661,54.159,ROSE SPIT (AUT),1056869,BC,3.6,,114.0,2011
-131.813,53.254,SANDSPIT A,1057050,BC,4.3,0.6,68.2,2011
-131.814,53.254,SANDSPIT,1057052,BC,3.7,,0.0,2011
-131.814,53.254,SANDSPIT AWOS,1057055,BC,3.9,,68.0,2011
-127.864,51.604,ADDENBROKE ISLAND,1060080,BC,4.0,15.0,613.6,2011
-128.157,52.185,BELLA BELLA A,1060811,BC,2.0,,310.5,2011
-126.596,52.388,BELLA COOLA A,1060841,BC,-0.3,35.0,178.4,2011
-128.524,52.643,BOAT BLUFF,1060901,BC,3.5,28.2,717.2,2011
-130.638,53.493,BONILLA ISLAND,1060902,BC,4.4,5.2,267.8,2011
-130.633,53.5,BONILLA ISLAND (AUT),1060R0K,BC,4.3,,108.4,2011
-122.955,50.129,WHISTLER,1048898,BC,-2.3,96.4,301.4,2011
-124.133,48.824,COWICHAN LAKE FORESTRY,1012040,BC,3.0,41.5,264.7,2011
-123.742,48.935,CHEMAINUS,1011500,BC,4.3,38.0,170.6,2011
-118.773,49.0,MIDWAY,1135126,BC,-7.0,27.0,27.0,2012
-120.022,49.369,HEDLEY NP MINE,1123390,BC,-4.8,41.0,41.0,2012
-120.069,49.364,HEDLEY N,1123370,BC,-5.1,12.0,12.0,2012
-121.582,50.224,LYTTON RCS,1114746,BC,-0.5,,77.1,2012
-121.608,50.257,LYTTON 2,1114745,BC,,57.1,126.3,2012
-121.582,50.224,LYTTON,1114739,BC,-0.3,,83.0,2012
-121.934,50.684,LILLOOET,1114619,BC,-1.1,,,2012
-120.333,49.673,JELLICOE,1123721,BC,-5.8,77.5,94.9,2012
-121.236,49.275,HOPE SLIDE,1113581,BC,-2.9,162.0,301.4,2012
-121.498,49.368,HOPE (AUT),1113541,BC,1.0,,339.5,2012
-122.967,49.438,N VAN SEYMOUR HATCHERY,110N666,BC,0.8,35.2,513.0,2012
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,4.0,,114.0,2012
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,-6.2,217.2,217.2,2012
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,3.4,,247.2,2012
-123.182,49.195,VANCOUVER INT'L A,1108447,BC,3.6,5.6,135.6,2012
-121.498,49.368,HOPE,1113542,BC,1.0,,0.0,2012
-123.122,49.295,VANCOUVER HARBOUR CS,1108446,BC,4.3,,198.6,2012
-119.378,49.957,KELOWNA,1123939,BC,-3.3,,11.0,2012
-119.4,49.95,KELOWNA MWS0,11239R0,BC,-2.4,27.2,22.5,2012
-120.51,49.465,PRINCETON CS,112FN0M,BC,-6.0,,39.7,2012
-119.415,50.037,WINFIELD,1128958,BC,-2.1,27.4,30.8,2012
-119.054,50.358,VERNON SILVER STAR LODGE,1128584,BC,-7.9,130.0,130.0,2012
-119.27,50.344,VERNON NORTH,1128583,BC,-2.7,40.9,41.3,2012
-119.194,50.223,VERNON AUTO,1128582,BC,-3.6,,22.6,2012
-119.309,50.264,VERNON BELLA VISTA,1128553,BC,-2.3,,,2012
-119.573,49.842,KELOWNA QUAILS GATE,1123993,BC,-0.2,6.0,17.4,2012
-120.513,49.468,PRINCETON A,1126510,BC,-6.3,47.4,50.2,2012
-119.717,49.783,PEACHLAND,1126070,BC,-0.8,45.0,49.8,2012
-119.441,49.028,OSOYOOS CS,1125852,BC,-2.4,,,2012
-119.545,49.179,OLIVER STP,1125766,BC,-2.3,5.5,5.5,2012
-119.444,50.056,OKANAGAN CENTRE,1125700,BC,-0.9,25.6,34.4,2012
-120.801,50.114,MERRITT STP,1125079,BC,-2.5,22.0,38.6,2012
-120.778,50.113,MERRITT,1125073,BC,-3.0,,,2012
-119.602,49.463,PENTICTON A,1126150,BC,-1.7,24.0,20.7,2012
-119.638,49.564,SUMMERLAND CS,112G8L1,BC,-2.3,,,2012
-122.11,49.113,SUMAS CANAL,1107785,BC,0.2,34.0,241.5,2012
-123.087,49.179,RICHMOND DALLYN 2,1106764,BC,,5.4,157.6,2012
-122.955,50.129,WHISTLER - NESTERS,1100875,BC,-2.6,,119.5,2012
-121.76,49.243,AGASSIZ CDA,1100120,BC,4.1,19.0,290.8,2012
-121.76,49.243,AGASSIZ RCS,1100119,BC,1.8,,267.6,2012
-122.36,49.025,ABBOTSFORD A,1100030,BC,2.5,35.6,180.9,2012
-121.404,51.705,108 MILE HOUSE ABEL LAKE,109E7R6,BC,-5.5,28.0,28.0,2012
-122.489,52.541,CASTLE ROCK 6 NORTH,109A4NG,BC,-5.7,33.4,39.4,2012
-122.936,50.102,BLACKCOMB BASE SLIDING CENTER,1100881,BC,-3.8,,127.8,2012
-124.017,54.033,VANDERHOOF,1098D90,BC,-7.1,30.5,49.7,2012
-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-7.4,35.0,47.8,2012
-122.506,53.027,QUESNEL AIRPORT AUTO,1096631,BC,-6.9,,29.7,2012
-122.51,53.026,QUESNEL,1096629,BC,-6.4,,30.2,2012
-122.768,53.88,PRINCE GEORGE STP,1096468,BC,-5.5,32.6,40.4,2012
-122.672,53.889,PRINCE GEORGE AIRPORT AUTO,1096453,BC,-6.6,,34.7,2012
-122.678,53.884,PRINCE GEORGE,1096439,BC,-5.3,,11.0,2012
-122.054,52.183,WILLIAMS LAKE A,1098940,BC,-6.9,57.5,30.8,2012
-123.303,49.106,SANDHEADS CS,1107010,BC,4.5,,,2012
-122.918,49.278,BURNABY SIMON FRASER U,1101158,BC,1.7,20.9,259.5,2012
-121.925,49.172,CHILLIWACK,1101530,BC,1.6,78.2,297.5,2012
-123.265,49.33,POINT ATKINSON,1106200,BC,4.8,,130.7,2012
-122.69,49.208,PITT MEADOWS CS,1106178,BC,2.4,,222.9,2012
-123.119,49.314,N VANCOUVER WHARVES,1105669,BC,,1.7,232.9,2012
-123.081,49.368,N VANC GROUSE MTN RESORT,1105658,BC,-0.6,27.0,27.0,2012
-123.078,49.182,RICHMOND OPERATIONS CENTRE,1105210,BC,,,151.2,2012
-122.271,49.153,MISSION WEST ABBEY,1105192,BC,1.6,67.3,284.5,2012
-123.111,50.144,CALLAGHAN VALLEY,1101300,BC,-3.4,,96.6,2012
