"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-123.546","48.888","SALTSPRING ST MARY'S L","1016995","BC","19.1","0","0.8","28.5","0","12.0","0","0.0","0","NA","38.2","0","136.0","0.0","5","","","NA","4.1","39.0"
"-123.427","48.598","SAANICHTON MT NEWTON","1016RM0","BC","","","NA","","","","","0.0","30","NA","11.4","30","NA","","1","","","NA","",""
"-123.128","48.775","SATURNA CAPMON","1017098","BC","17.4","2","0.1","27.7","1","11.0","1","0.0","1","NA","33.4","1","NA","0.0","9","","","NA","30.8","12.7"
"-123.128","48.775","SATURNA CAPMON CS","1017099","BC","17.4","4","NA","27.3","4","10.9","3","","","NA","28.3","4","NA","","8","","","NA","27.9","12.4"
"-123.045","48.784","SATURNA ISLAND CS","1017101","BC","17.1","0","NA","25.0","0","11.2","0","","","NA","20.4","0","NA","","4","","","NA","30.6","1.8"
"-123.626","48.647","SHAWNIGAN LAKE","1017230","BC","18.6","0","0.7","30.0","0","9.5","0","0.0","0","NA","38.2","0","137.0","0.0","6","","","NA","12.5","30.6"
"-123.921","48.377","SHERINGHAM POINT","1017254","BC","13.8","0","NA","21.6","0","8.9","0","","","NA","45.6","0","NA","","5","","","NA","129.1","0.0"
"-123.305","48.457","VICTORIA UNIVERSITY CS","1018598","BC","17.3","0","NA","28.2","0","9.1","0","","","NA","28.6","0","NA","","8","","","NA","29.6","6.4"
"-123.443","48.476","VICTORIA FRANCIS PARK","1018605","BC","","","NA","","","","","0.0","0","NA","29.6","0","103.0","0.0","9","","","NA","",""
"-123.325","48.413","VICTORIA GONZALES CS","1018611","BC","15.7","0","NA","26.7","0","10.1","0","","","NA","24.6","0","NA","","5","","","NA","71.8","1.8"
"-123.501","48.538","VICTORIA HIGHLANDS NORTH","1018618","BC","","","NA","23.5","30","","","0.0","30","NA","0.0","30","NA","","0","","","NA","",""
"-123.426","48.647","VICTORIA INTL A","1018621","BC","16.9","0","NA","27.5","0","9.3","0","0.0","0","NA","31.9","0","NA","","8","","","NA","37.7","3.4"
"-124.160","49.350","BALLENAS ISLAND","1020590","BC","18.3","0","NA","25.9","0","12.6","0","","","NA","29.0","0","NA","","6","","","NA","18.5","26.9"
"-125.273","49.952","CAMPBELL RIVER A","1021261","BC","17.6","0","0.3","31.2","0","5.4","0","0.0","0","NA","68.2","0","153.0","0.0","11","","","NA","35.6","21.7"
"-125.208","49.945","CAMPBELL RIVER SURFSIDE","1021266","BC","","","NA","","","","","0.0","0","NA","68.4","0","176.0","0.0","12","","","NA","",""
"-125.195","49.998","CAPE MUDGE","1021330","BC","18.4","0","1.3","29.5","0","10.5","0","0.0","0","NA","78.2","0","172.0","0.0","9","","","NA","16.2","28.3"
"-124.683","49.472","CHROME ISLAND","1021500","BC","17.9","10","NA","25.0","10","10.5","10","0.0","10","NA","45.2","10","NA","0.0","7","","","NA","17.0","13.9"
"-124.900","49.717","COMOX A","1021830","BC","18.8","0","0.9","30.0","0","10.2","0","0.0","0","NA","53.8","0","185.0","0.0","9","","","NA","10.8","34.5"
"-124.949","50.071","CORTES ISLAND TIBER BAY","1021960","BC","18.7","0","NA","30.0","0","10.0","0","0.0","0","NA","79.9","0","NA","0.0","9","","","NA","11.7","33.8"
"-124.999","49.763","COURTENAY GRANTHAM","1021988","BC","19.0","5","NA","30.5","5","10.5","5","0.0","5","NA","43.4","5","NA","0.0","6","","","NA","9.2","35.9"
"-125.033","49.686","COURTENAY PUNTLEDGE","1021989","BC","19.0","2","NA","31.5","1","9.0","1","0.0","1","NA","54.0","1","NA","","8","","","NA","12.1","42.3"
"-123.811","49.209","ENTRANCE ISLAND","1022689","BC","18.3","1","NA","25.7","1","13.3","1","","","NA","25.6","1","NA","","6","","","NA","14.3","24.4"
"-125.993","50.453","FANNY ISLAND","1022795","BC","14.7","0","NA","22.3","0","9.8","0","","","NA","66.2","0","NA","","12","","","NA","101.4","0.0"
"-123.734","49.154","GABRIOLA ISLAND","1023042","BC","","","","","","7.0","26","0.0","26","NA","13.2","26","NA","","2","","","NA","",""
"-125.203","50.099","HERIOT BAY SE","1023462","BC","18.7","2","NA","30.0","2","11.5","2","0.0","2","NA","85.6","2","NA","0.0","11","","","NA","10.7","31.8"
"-124.512","49.353","LITTLE QUALICUM HATCHERY","1024638","BC","18.0","0","1.5","32.5","0","6.5","0","0.0","0","NA","40.0","0","126.0","0.0","8","","","NA","19.6","18.2"
"-124.794","49.471","MUD BAY","1025240","BC","18.5","1","1.1","28.0","1","10.0","0","0.0","1","NA","36.4","1","NA","0.0","5","","","NA","12.5","28.5"
"-125.606","49.576","MYRA CREEK","1025254","BC","18.3","7","NA","33.0","4","6.0","4","0.0","4","NA","123.2","4","NA","0.0","11","","","NA","26.3","34.1"
"-123.870","49.054","NANAIMO A","1025370","BC","18.8","0","0.6","30.1","0","8.1","0","0.0","0","NA","38.0","0","134.0","0.0","6","","","NA","10.8","36.1"
"-123.988","49.199","NANAIMO CITY YARD","10253G0","BC","","","NA","","","","","0.0","1","NA","32.9","1","NA","0.0","7","","","NA","",""
"-127.728","50.976","PINE ISLAND","1026170","BC","14.5","0","1.1","22.0","0","10.5","0","0.0","0","NA","95.8","0","106.0","0.0","15","","","NA","109.6","0.0"
"-127.367","50.681","PORT HARDY A","1026271","BC","15.6","1","NA","22.9","1","7.0","1","0.0","1","NA","79.2","1","NA","","11","","","NA","71.3","0.1"
"-124.394","49.337","QUALICUM BEACH AIRPORT","1026562","BC","18.2","0","NA","29.7","0","7.2","0","","","NA","34.7","0","NA","","6","","","NA","17.9","22.6"
"-124.617","49.394","QUALICUM R FISH RESEARCH","1026565","BC","18.3","0","1.6","29.0","0","9.0","0","0.0","0","NA","50.2","0","145.0","0.0","8","","","NA","12.9","21.9"
"-125.304","50.016","QUINSAM RIVER HATCHERY","1026639","BC","18.0","0","0.6","30.0","0","7.0","0","0.0","0","NA","74.6","0","151.0","0.0","13","","","NA","24.9","24.2"
"-124.435","49.487","SISTERS ISLAND","1027403","BC","18.8","0","NA","27.6","0","14.3","0","","","NA","","","NA","","","","","NA","9.8","35.6"
"-123.809","49.209","ENTRANCE ISLAND","102BFHH","BC","18.3","0","NA","25.5","0","12.5","0","0.0","0","NA","42.8","0","NA","0.0","9","","","NA","14.9","25.6"
"-124.982","49.337","ALBERNI ROBERTSON CREEK","1030230","BC","19.3","2","0.7","34.0","2","8.0","2","0.0","2","NA","114.2","2","NA","0.0","11","","","NA","13.5","50.0"
"-125.216","48.786","CAPE BEALE LIGHT","1031316","BC","14.2","0","0.2","22.0","0","10.0","0","0.0","0","NA","202.5","0","273.0","0.0","16","","","NA","117.4","0.0"
"-124.751","48.612","CARMANAH POINT","1031402","BC","","","NA","","","","","0.0","0","NA","115.8","0","141.0","0.0","12","","","NA","",""
"-126.418","49.800","CONUMA RIVER HATCHERY","1031844","BC","","","NA","","","","","0.0","6","NA","151.0","6","NA","0.0","13","","","NA","",""
"-126.551","49.384","ESTEVAN POINT","1032730","BC","14.6","0","-0.1","19.5","0","10.5","0","0.0","0","NA","154.7","0","159.0","0.0","13","","","NA","104.4","0.0"
"-126.543","49.383","ESTEVAN POINT CS","1032731","BC","15.1","2","NA","20.3","2","10.5","1","","","NA","161.6","1","NA","","17","","","NA","84.2","0.0"
"-126.055","49.779","GOLD RIVER TOWNSITE","1033232","BC","19.3","7","1.2","31.5","7","9.0","7","0.0","7","NA","58.0","7","NA","","7","","","NA","4.3","36.3"
"-125.923","49.111","LENNARD ISLAND","1034600","BC","14.3","2","NA","18.5","2","10.5","2","0.0","2","NA","139.8","2","NA","0.0","13","","","NA","106.6","0.0"
"-124.655","48.859","NITINAT RIVER HATCHERY","1035612","BC","17.1","0","0.4","27.5","0","7.0","0","0.0","0","NA","166.6","0","185.0","0.0","12","","","NA","32.7","4.1"
"-126.617","49.600","NOOTKA LIGHTSTATION","1035614","BC","15.5","0","-0.7","22.0","0","10.0","0","0.0","0","NA","128.2","0","129.0","0.0","14","","","NA","77.2","0.0"
"-125.097","48.723","PACHENA POINT","1035940","BC","14.0","2","-0.2","20.0","2","8.5","2","0.0","2","NA","173.6","2","NA","0.0","17","","","NA","114.7","0.0"
"-124.752","49.202","PORT ALBERNI COX LAKE","1036208","BC","18.2","17","0.7","30.0","17","10.0","17","0.0","17","NA","24.0","17","NA","","3","","","NA","8.3","11.7"
"-127.455","50.386","PORT ALICE","1036240","BC","17.9","0","1.5","26.5","0","11.0","0","0.0","0","NA","86.4","0","91.0","0.0","12","","","NA","19.9","16.6"
"-127.654","50.534","QUATSINO","1036570","BC","16.3","12","0.5","23.5","12","10.5","12","0.0","12","NA","14.0","12","NA","","4","","","NA","33.4","1.0"
"-128.033","50.441","QUATSINO LIGHTSTATION","1036572","BC","16.3","1","0.7","24.0","1","11.5","1","0.0","1","NA","110.8","1","NA","0.0","13","","","NA","51.9","1.3"
"-124.927","49.317","PORT ALBERNI (AUT)","1036B06","BC","18.3","0","NA","33.4","0","5.9","0","","","NA","84.4","0","NA","","11","","","NA","22.9","33.4"
"-128.908","50.821","SARTINE ISLAND (AUT)","1037090","BC","14.2","1","NA","18.7","0","11.3","1","","","NA","80.0","4","NA","","7","","","NA","115.4","0.0"
"-127.940","50.112","SOLANDER ISLAND (AUT)","1037553","BC","13.9","2","NA","19.7","1","10.0","2","","","NA","47.0","3","NA","","10","","","NA","118.4","0.0"
"-126.654","49.932","TAHSIS VILLAGE NORTH","1037899","BC","17.1","9","NA","27.0","9","9.0","9","0.0","9","NA","165.5","9","NA","","11","","","NA","26.1","6.5"
"-125.773","49.082","TOFINO A","1038205","BC","15.5","0","0.5","23.6","0","9.1","0","0.0","0","NA","176.0","0","200.0","0.0","15","","","NA","77.7","0.0"
"-125.527","48.945","UCLUELET KENNEDY CAMP","1038332","BC","15.2","0","0.1","22.0","0","8.5","0","0.0","0","NA","222.7","0","254.0","0.0","13","","","NA","87.8","0.0"
"-126.779","50.053","ZEBALLOS MURAUDE CREEK","1039035","BC","17.6","0","NA","31.0","0","9.5","0","0.0","0","NA","173.0","0","NA","0.0","15","","","NA","32.5","21.1"
"-123.420","49.365","BOWEN ISLAND BOWEN BAY","104090R","BC","","","NA","","","","","0.0","22","NA","85.0","22","NA","","7","","","NA","",""
"-123.541","49.386","GIBSONS GOWER POINT","1043152","BC","18.9","0","1.0","25.5","0","13.5","0","0.0","0","NA","67.8","0","168.0","0.0","9","","","NA","3.8","31.8"
"-123.913","49.468","MERRY ISLAND LIGHTSTATION","1045100","BC","19.8","0","1.6","26.0","0","14.0","0","0.0","0","NA","41.5","0","116.0","0.0","7","","","NA","0.7","56.0"
"-123.299","49.488","HOWE SOUND - PAM ROCKS","10459NN","BC","19.5","0","NA","28.3","0","13.9","0","","","NA","","","NA","","","","","NA","2.9","48.3"
"-124.032","49.634","PENDER HARBOUR","1046115","BC","","","NA","","","","","0.0","0","NA","58.5","0","NA","0.0","11","","","NA","",""
"-123.496","49.526","PORT MELLON","1046332","BC","19.3","0","NA","27.9","0","12.3","0","","","NA","115.8","3","NA","","10","","","NA","5.3","45.1"
"-124.500","49.834","POWELL RIVER A","1046391","BC","18.2","0","1.0","28.1","0","9.1","0","0.0","0","NA","77.8","0","172.0","0.0","9","","","NA","13.9","19.6"
"-124.497","49.835","POWELL RIVER","1046392","BC","18.0","0","NA","28.2","0","9.4","0","","","NA","68.6","0","NA","","8","","","NA","17.4","16.6"
"-123.715","49.458","SECHELT AUT","1047172","BC","18.2","0","NA","28.3","0","10.0","0","","","NA","35.2","7","NA","","10","","","NA","11.7","19.2"
"-123.161","49.783","SQUAMISH AIRPORT","10476F0","BC","19.2","0","NA","29.8","0","9.4","0","","","NA","119.9","0","NA","","7","","","NA","6.8","42.5"
"-122.955","50.129","WHISTLER","1048898","BC","17.5","0","1.0","32.7","0","6.6","0","0.0","0","NA","109.1","0","230.0","0.0","11","","","NA","42.2","26.7"
"-131.016","51.936","CAPE ST JAMES","1051351","BC","14.6","1","NA","20.2","0","11.0","1","","","NA","114.8","0","NA","","14","","","NA","103.0","0.0"
"-132.772","40.316","KINDAKUN ROCKS (AUT)","1054222","BC","14.6","1","NA","20.3","0","10.8","1","","","NA","80.4","3","NA","","10","","","NA","102.0","0.0"
"-133.058","54.255","LANGARA","1054500","BC","14.2","0","0.6","19.2","0","10.5","0","0.0","0","NA","138.6","0","103.0","0.0","18","","","NA","117.8","0.0"
"-133.058","54.255","LANGARA ISLAND RCS","1054503","BC","14.1","1","NA","19.2","0","10.5","1","","","NA","134.2","1","NA","","15","","","NA","117.7","0.0"
"-132.167","54.000","MASSET A","1054925","BC","15.3","0","NA","22.0","0","7.5","0","0.0","0","NA","63.1","0","NA","0.0","14","","","NA","84.0","0.3"
"-131.661","54.159","ROSE SPIT (AUT)","1056869","BC","14.6","0","NA","19.5","0","6.3","0","","","NA","64.2","0","NA","","11","","","NA","105.2","0.0"
"-131.813","53.254","SANDSPIT A","1057050","BC","15.5","0","0.3","22.0","0","8.0","0","0.0","0","NA","69.2","0","111.0","0.0","14","","","NA","77.7","0.0"
"-131.813","53.249","SANDSPIT AIRPORT AUTO","1057051","BC","15.4","0","NA","21.7","0","8.5","0","","","NA","47.4","0","NA","","12","","","NA","79.3","0.0"
"-131.814","53.254","SANDSPIT","1057052","BC","15.4","2","NA","21.4","2","9.2","1","","","NA","65.0","1","NA","","13","","","NA","75.9","0.2"
"-132.299","53.764","SEWALL MASSET INLET","105PA91","BC","16.3","9","NA","25.0","8","9.0","9","0.0","7","NA","52.8","7","NA","","11","","","NA","36.4","0.0"
"-127.864","51.604","ADDENBROKE ISLAND","1060080","BC","16.1","1","0.9","22.0","1","11.5","1","0.0","1","NA","146.6","1","NA","0.0","14","","","NA","57.0","0.8"
"-128.157","52.185","BELLA BELLA","1060815","BC","16.3","1","NA","23.9","1","8.0","0","","","NA","177.0","1","NA","","17","","","NA","53.7","1.7"
"-126.596","52.388","BELLA COOLA A","1060841","BC","17.8","0","0.8","29.9","0","7.0","0","0.0","0","NA","58.6","0","97.0","0.0","12","","","NA","29.0","22.5"
"-128.524","52.643","BOAT BLUFF","1060901","BC","15.4","5","0.3","22.0","5","11.0","5","0.0","5","NA","212.8","5","NA","","15","","","NA","68.1","0.0"
"-130.638","53.493","BONILLA ISLAND","1060902","BC","14.2","0","0.1","19.0","0","9.0","0","0.0","0","NA","97.0","0","86.0","0.0","15","","","NA","118.8","0.0"
"-130.639","53.493","BONILLA ISLAND (AUT)","1060R0K","BC","13.6","5","NA","18.8","5","9.4","3","","","NA","44.6","7","NA","","8","","","NA","113.6","0.0"
"-127.471","52.187","CATHEDRAL POINT (AUT)","1061458","BC","16.9","1","NA","23.5","0","11.8","1","","","NA","129.4","2","NA","","11","","","NA","39.4","7.0"
"-131.602","53.030","CUMSHEWA ISLAND","1062251","BC","14.5","1","NA","18.8","0","11.5","1","","","NA","","","NA","","","","","NA","103.7","0.0"
"-128.112","52.185","DRYAD POINT","1062544","BC","16.6","0","0.8","23.0","0","11.0","0","0.0","0","NA","202.4","0","139.0","0.0","16","","","NA","44.2","2.1"
"-127.835","51.247","EGG ISLAND","1062646","BC","15.0","21","1.1","21.0","21","12.0","21","0.0","21","NA","45.8","21","NA","0.0","7","","","NA","29.8","0.0"
"-130.708","54.569","GREEN ISLAND","1063298","BC","15.0","0","0.2","20.0","0","10.5","0","0.0","0","NA","103.4","0","62.0","0.0","16","","","NA","94.3","0.0"
"-130.698","54.580","GREY ISLET (AUT)","1063303","BC","14.5","1","NA","21.0","1","10.5","1","","","NA","18.0","23","NA","","5","","","NA","104.4","0.0"
"-127.632","50.940","HERBERT ISLAND (AUT)","1063461","BC","14.0","0","NA","20.4","0","9.9","0","","","NA","58.2","0","NA","","11","","","NA","123.5","0.0"
"-130.361","54.172","HOLLAND ROCK","1063496","BC","13.5","0","NA","19.1","0","10.0","0","","","NA","9.6","5","NA","","3","","","NA","138.1","0.0"
"-128.407","52.270","IVORY ISLAND","1063690","BC","15.7","0","0.8","20.0","0","12.0","0","0.0","0","NA","158.9","0","97.0","0.0","16","","","NA","72.0","0.0"
"-127.943","53.563","KEMANO","1064020","BC","17.0","0","0.5","32.5","0","6.0","0","0.0","0","NA","103.7","0","135.0","0.0","15","","","NA","57.1","25.1"
"-128.634","54.054","KITIMAT TOWNSITE","1064320","BC","18.0","12","1.5","29.0","12","10.0","12","0.0","12","NA","79.2","12","NA","","9","","","NA","26.9","27.6"
"-128.705","54.010","KITIMAT 2","1064321","BC","19.1","1","2.0","33.0","1","9.0","1","0.0","1","NA","109.3","1","NA","0.0","16","","","NA","18.7","50.5"
"-130.609","54.296","LUCY ISLAND LIGHTSTATION","1064728","BC","13.8","1","NA","18.0","1","10.6","0","","","NA","","","NA","","","","","NA","125.4","0.0"
"-130.445","54.286","PRINCE RUPERT","1066482","BC","14.7","0","NA","21.6","0","9.5","0","","","NA","103.2","0","NA","","16","","","NA","102.3","0.0"
"-130.290","54.320","PRINCE RUPERT MONT CIRC","1066488","BC","","","NA","","","","","0.0","14","NA","131.6","14","NA","","9","","","NA","",""
"-129.985","55.936","STEWART A","1067742","BC","15.6","0","1.3","25.2","0","8.9","0","0.0","0","0.0","143.2","0","117.0","0.0","17","","","NA","74.5","0.3"
"-126.067","52.368","STUIE TWEEDSMUIR LODGE","1067776","BC","18.6","0","0.7","32.0","0","7.0","0","0.0","0","NA","27.4","0","91.0","0.0","7","","","NA","22.0","41.6"
"-128.625","54.502","TERRACE PCC","1068131","BC","18.4","0","1.6","33.5","0","8.5","0","0.0","0","NA","69.6","0","122.0","0.0","10","","","NA","27.9","40.0"
"-128.578","54.469","TERRACE A","1068134","BC","17.4","1","NA","33.0","1","6.9","1","0.0","1","NA","82.5","1","NA","","12","","","NA","43.6","25.6"
"-130.880","54.295","TRIPLE ISLAND","1068250","BC","14.0","0","NA","18.5","0","10.0","0","0.0","0","NA","70.4","0","NA","0.0","14","","","NA","124.4","0.0"
"-128.682","54.044","KITIMAT HATCHERY","106D289","BC","19.6","28","NA","28.5","28","14.0","28","0.0","28","NA","8.0","28","NA","","1","","","NA","0.5","5.3"
"-126.277","54.199","EQUITY SILVER","1072692","BC","13.1","0","1.6","27.0","0","-1.5","0","0.0","0","NA","109.2","0","203.0","0.0","11","","","NA","153.8","2.3"
"-126.668","54.396","HOUSTON","1073615","BC","17.3","2","NA","34.0","2","1.5","2","0.0","2","NA","39.4","2","NA","0.0","7","","","NA","48.9","29.2"
"-129.029","55.238","NASS CAMP","1075384","BC","16.7","0","1.4","31.0","0","5.5","0","0.0","0","NA","113.0","0","146.0","0.0","16","","","NA","51.9","13.1"
"-127.183","54.825","SMITHERS","1077499","BC","16.4","0","NA","31.4","0","1.4","0","","","NA","55.1","0","NA","","11","","","NA","68.1","19.2"
"-127.183","54.825","SMITHERS A","1077500","BC","16.7","0","2.0","31.3","0","3.0","0","0.0","0","NA","58.8","0","134.0","0.0","14","","","NA","63.5","22.2"
"-127.189","54.824","SMITHERS AIRPORT AUTO","1077501","BC","14.0","18","NA","22.2","18","2.8","18","","","NA","27.1","18","NA","","5","","","NA","51.6","0.0"
"-126.163","54.816","TOPLEY LANDING","1078209","BC","16.5","0","2.4","30.0","0","4.0","0","0.0","0","NA","69.6","0","165.0","0.0","11","","","NA","70.9","24.8"
"-127.171","55.289","SUSKWA VALLEY","107G879","BC","15.1","0","1.2","31.0","0","1.0","0","0.0","0","NA","123.6","0","204.0","0.0","18","","","NA","95.8","6.9"
"-125.997","53.772","OOTSA L SKINS L SPILLWAY","1085835","BC","16.0","0","2.4","28.5","0","3.0","0","0.0","0","NA","75.3","0","217.0","0.0","8","","","NA","79.4","18.2"
"-125.997","53.772","OOTSA LAKESKINS LAKE CLIMATE","1085836","BC","16.5","3","NA","27.5","2","3.2","3","","","NA","65.1","4","NA","","8","","","NA","58.1","16.5"
"-122.734","50.306","PEMBERTON AIRPORT CS","1086082","BC","19.6","0","NA","36.4","0","6.8","0","","","NA","50.7","0","NA","","10","","","NA","13.5","62.5"
"-124.136","52.114","PUNTZI MOUNTAIN (AUT)","1086558","BC","15.7","2","NA","31.8","2","-0.4","1","","","NA","22.5","3","NA","","3","","","NA","76.8","10.3"
"-124.403","51.675","TATLAYOKO LAKE RCS","1088015","BC","15.9","0","NA","32.4","0","-1.3","0","","","NA","29.3","0","NA","","4","","","NA","68.9","4.2"
"-125.959","54.383","BURNS LAKE DECKER LAKE","1091174","BC","15.0","0","NA","31.3","0","-3.9","0","","","NA","41.4","1","NA","","8","","","NA","100.1","5.6"
"-120.700","53.600","CRESCENT SPUR","1092120","BC","17.0","0","NA","31.0","0","2.0","0","0.0","0","NA","75.0","0","NA","0.0","17","","","NA","54.2","22.1"
"-124.286","54.455","FORT ST JAMES","1092970","BC","16.4","15","1.6","28.0","15","3.0","15","0.0","9","NA","14.0","9","NA","0.0","4","","","NA","34.0","8.6"
"-124.286","54.455","FORT ST JAMES AUTO","1092975","BC","16.9","0","NA","29.7","0","3.0","0","","","NA","52.6","1","NA","","7","","","NA","56.6","23.7"
"-122.699","53.531","HIXON","1093474","BC","18.4","1","2.2","34.5","1","1.5","1","0.0","1","NA","59.6","1","NA","0.0","11","","","NA","28.4","40.0"
"-121.364","52.363","HORSEFLY LAKE GRUHS LAKE","1093600","BC","17.0","5","2.0","31.0","5","1.0","5","0.0","5","NA","60.6","5","NA","0.0","11","","","NA","41.4","16.0"
"-122.374","52.380","MCLEESE LAKE FRASERVIEW","1095015","BC","20.3","0","3.1","37.0","0","5.0","0","0.0","0","NA","37.2","0","90.0","0.0","6","","","NA","9.5","80.9"
"-122.286","52.531","MCLEESE LAKE GRANITE MT","1095018","BC","16.8","0","NA","30.0","0","4.0","0","0.0","0","NA","37.9","0","NA","0.0","7","","","NA","55.5","18.8"
"-122.678","53.884","PRINCE GEORGE","1096439","BC","17.0","0","NA","31.6","0","1.1","0","","","NA","55.6","0","NA","","11","","","NA","53.6","22.6"
"-122.672","53.889","PRINCE GEORGE AIRPORT AUTO","1096453","BC","17.3","0","NA","31.8","0","2.0","0","","","NA","58.0","0","NA","","13","","","NA","49.0","27.9"
"-122.768","53.880","PRINCE GEORGE STP","1096468","BC","18.6","0","2.6","33.0","0","4.0","0","0.0","0","NA","53.2","0","116.0","0.0","13","","","NA","31.1","49.6"
"-122.510","53.026","QUESNEL","1096629","BC","18.7","2","NA","34.8","1","2.2","2","","","NA","2.0","2","NA","","0","","","NA","22.1","43.5"
"-122.506","53.027","QUESNEL AIRPORT AUTO","1096631","BC","18.8","0","NA","35.1","0","2.3","0","","","NA","28.3","2","NA","","4","","","NA","24.1","48.0"
"-121.686","52.184","SPOKIN LAKE 4E","1097646","BC","14.8","0","2.0","31.0","0","-2.0","0","0.0","0","NA","32.2","0","61.0","0.0","7","","","NA","103.1","2.6"
"-122.054","52.183","WILLIAMS LAKE A","1098941","BC","17.4","0","NA","31.5","0","3.0","0","0.0","0","NA","45.5","0","NA","","10","","","NA","44.9","25.1"
"-124.017","54.033","VANDERHOOF","1098D90","BC","19.0","7","3.1","33.5","7","0.0","7","0.0","7","NA","18.8","7","NA","0.0","8","","","NA","23.6","47.8"
"-122.489","52.541","CASTLE ROCK 6 NORTH","109A4NG","BC","19.0","0","NA","35.5","0","3.5","0","0.0","0","NA","23.9","0","NA","0.0","7","","","NA","22.5","53.4"
"-121.404","51.705","108 MILE HOUSE ABEL LAKE","109E7R6","BC","18.3","4","NA","33.5","4","2.0","4","0.0","2","NA","17.6","2","NA","0.0","3","","","NA","17.8","25.6"
"-122.360","49.025","ABBOTSFORD A","1100031","BC","19.4","1","NA","29.7","1","9.2","1","0.0","1","NA","25.7","1","NA","","7","","","NA","4.3","45.8"
"-121.760","49.243","AGASSIZ RCS","1100119","BC","20.0","0","1.2","29.9","0","11.0","0","","","NA","54.1","0","NA","","11","","","NA","1.6","64.6"
"-121.760","49.243","AGASSIZ CDA","1100120","BC","19.9","2","1.3","30.0","1","10.5","1","0.0","0","NA","66.6","0","114.0","0.0","13","","","NA","2.0","58.0"
"-122.955","50.129","WHISTLER - NESTERS","1100875","BC","17.4","0","NA","32.4","0","6.7","0","","","NA","80.6","0","NA","","10","","","NA","42.6","23.0"
"-122.936","50.102","BLACKCOMB BASE SLIDING CENTER","1100881","BC","16.1","0","NA","29.3","0","7.5","0","","","NA","83.2","0","NA","","10","","","NA","77.3","18.0"
"-122.918","49.278","BURNABY SIMON FRASER U","1101158","BC","18.4","0","1.2","26.5","0","12.0","0","0.0","0","NA","53.3","0","83.0","0.0","10","","","NA","15.3","27.7"
"-123.111","50.144","CALLAGHAN VALLEY","1101300","BC","15.8","0","NA","29.6","0","7.0","0","","","NA","82.4","1","NA","","10","","","NA","79.2","11.4"
